fold,half_life_days,l2,alpha,beta,fund_loss,fit_seconds,log_loss_per_race,brier_score_per_race,ece_10bin,hit_rate_top1,hit_rate_top3,favorite_hit_rate,roi_edge20,n_bets_edge20,roi_edge30,n_bets_edge30,roi_edge40,n_bets_edge40,roi_edge50,n_bets_edge50,kelly_final_bankroll,kelly_pnl_pct,kelly_n_bets
fold4_val2026Q2,913.125,0.1,-0.03689343383297003,1.0465199455083918,11603.155618692575,4.538307799957693,1.6105235299323457,0.751099820545959,0.004345124482473109,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,913.125,1.0,0.15846941053503727,1.0540339723602696,10093.164480041785,6.55760200007353,1.631571545595962,0.7451925320515965,0.005333457272751707,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,913.125,1.0,-0.026070528261657157,1.0907690496687261,10739.174285819514,5.827754899975844,1.6384975346961452,0.7492283755982707,0.006121059416791433,0.3682572614107884,0.7266597510373444,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,913.125,1.0,0.003978894838505495,1.0318835609995753,11326.862644557707,3.6442447000881657,1.7079618391909923,0.7736824221818525,0.006462202832430415,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,913.125,1.0,-0.03688488693466308,1.0465347909742033,11604.619968477517,4.515432399930432,1.610523584458457,0.7510950308638681,0.004397046613794994,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,1095.75,0.001,0.15845512277234422,1.054015730015172,11123.401818744305,6.4863883999641985,1.6315409568142005,0.745184290995434,0.005281241525358383,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,1095.75,0.001,-0.024342240562167893,1.0902197028176466,11991.978907416591,6.497288300073706,1.638505501837385,0.7492270070368957,0.005986572403254659,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,1095.75,0.001,0.02222603952202483,1.0268581505550864,12781.967666784429,4.348705500015058,1.7079181815138873,0.7736708216793409,0.005721800401136088,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,1095.75,0.001,-0.039052315524427235,1.0472493616928942,13107.600666527489,4.715005899895914,1.6105105727961946,0.751107080976611,0.004345136967569252,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,1095.75,0.01,0.1575534263049401,1.054236680032586,11123.263498832308,7.025663800071925,1.6315640769115363,0.7451926250343965,0.005414129963148934,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,1095.75,0.01,-0.024340879056952827,1.0902202395110376,11991.98269638136,6.102742200018838,1.6385054935256333,0.749227001673109,0.00598654105918211,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,1095.75,0.01,0.02404081240654918,1.0263511745075777,12781.771969565483,4.978493000031449,1.7079103151381458,0.773667361225007,0.005209161393878571,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,1095.75,0.01,-0.03899758743409043,1.047223721968089,13107.63433207045,4.3338395999744534,1.6105107113468329,0.7511063184551187,0.004346498326403797,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,1095.75,0.1,0.15860281236860382,1.0539767467169139,11123.465834892433,6.508078700047918,1.6315392567474098,0.745184882408914,0.005280935811422969,0.38004246284501064,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,1095.75,0.1,-0.024366167497768338,1.0902273390337995,11992.020538822951,6.9287572000175714,1.6385054103153611,0.7492270197221833,0.005986537178228861,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,1095.75,0.1,0.022296882184860436,1.0268404357082093,12781.923394567964,4.445464699994773,1.7079178731280282,0.7736700699226845,0.005721709945280909,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,1095.75,0.1,-0.04026639259600718,1.0476083800575933,13107.819734658957,4.022160900058225,1.6105036334337464,0.7511092996378712,0.004400062669203715,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
fold1_val2024,1095.75,1.0,0.1587608291043222,1.0539387975078054,11123.966496338071,6.788671299931593,1.6315400491577803,0.7451817053126857,0.005253676122068641,0.38057324840764334,0.7340764331210191,0.37551440329218105,,0,,0,,0,,0,1000.0,0.0,0
fold2_val2025,1095.75,1.0,-0.02433836854937945,1.0902165374701607,11992.41688200344,6.118697499972768,1.6385056211026263,0.749226734271522,0.005972931093117848,0.3682572614107884,0.7271784232365145,0.3656076651538074,,0,,0,,0,,0,1000.0,0.0,0
fold3_val2026Q1,1095.75,1.0,0.01825847257073331,1.02795629268713,12783.079621995767,4.181434600031935,1.7079329107031007,0.773675600507535,0.005812736120895402,0.3327239488117002,0.7056672760511883,0.3298059964726631,,0,,0,,0,,0,1000.0,0.0,0
fold4_val2026Q2,1095.75,1.0,-0.039755583309573315,1.0474892199044894,13109.238224418294,4.239440899924375,1.6105074805452957,0.7511077808288006,0.004401283818526391,0.360313315926893,0.7467362924281984,0.3575,,0,,0,,0,,0,1000.0,0.0,0
